brand, name, size, Orig, Current, Save, Discount, Url,
"Onitsuka","Tiger Harandia - Black/Soft Grey","SIZES  6, 7, 8, 9, 10, 11","0.0","75.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Harandia-Mens-Select-Footwear-BlackSoft-Grey-73805.aspx,
"adidas","Originals ZX Premium (Iconic Casual) - Black/St Redwood","SIZES  7, 8, 9, 11","0.0","72.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX-Premium-Iconic-Casual-Mens-Select-Footwear-BlackBlackSt-Redwood-74782.aspx,
"adidas","Originals AR 2.0 - Black/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","72.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-AR-20-Mens-Select-Footwear-BlackRunning-White-74660.aspx,
"adidas","Originals Campus 80s - Black/Glow Coral/Ecru","SIZES  6, 7, 8, 9, 10, 11","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Campus-80s-Mens-Select-Footwear-BlackGlow-CoralEcru-74787.aspx,
"adidas","Originals MC-X 1 - Black/Red Beauty","SIZES  6, 7, 8, 9, 10, 11","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-MCX-1-Mens-Select-Footwear-BlackBlackRed-Beauty-74666.aspx,
"adidas","Originals Basket Profi OG - Carbon/Blue/Ecru","SIZES  6, 7, 8, 9, 10, 11","0.0","67.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Basket-Profi-OG-Mens-Select-Footwear-CarbonSolar-BlueEcru-74656.aspx,
"Nike","Sportswear Space Flight - Black/White/Grey/Volt","SIZES  5, 6, 7, 8, 9, 10, 11","0.0","67.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Space-Flight-Mens-Select-Footwear-BlackWhiteWolf-GreyVolt-74549.aspx,
"Nike","Sportswear Internationalist - Black/Green/Anthracite","SIZES  5, 6, 7, 8, 9, 10, 11","0.0","67.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Internationalist-Mens-Select-Footwear-BlackGreenAnthracite-74526.aspx,
"Nike","Sportswear Air Pegasus 83 - Anthracite/Grey/Silver/White","SIZES  5, 6, 7, 8, 9, 10, 11","0.0","67.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Air-Pegasus-83-Mens-Select-Footwear-AnthraciteLight-Base-GreySilverWhite-74504.aspx,
"adidas","Originals ZX700 - Carbon/White/Black","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX700-Mens-Select-Footwear-CarbonRunning-WhiteBlack-74579.aspx,
"Onitsuka","Tiger Mexico 66 - Black/Mint Leaf","SIZES  6, 7, 8, 9, 10, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Mexico-66-Mens-Select-Footwear-BlackMint-Leaf-73844.aspx,
"Onitsuka","Tiger Mexico 66 Vulc - Black/White","SIZES  7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Mexico-66-Vulc-Mens-Select-Footwear-BlackWhite-73799.aspx,
"adidas","Originals Turf PT - Black/Zest/White","SIZES  6, 7, 8, 9, 10, 11","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Turf-PT-Mens-Select-Footwear-BlackZestRunning-White-74717.aspx,
"adidas","Originals Spezial - Black/Carbon/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Spezial-Mens-Select-Footwear-BlackCarbonRunning-White-74627.aspx,
"Reebok","CL Leather Utility - Black/Graphite/Sandtrap","SIZES  6, 7, 8, 9, 10, 11","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-CL-Leather-Utility-Mens-Select-Footwear-BlackGraphiteSandtrap-75722.aspx,
"Nike","Sportswear Son Of Force Mid - Black/White","SIZES  6, 7, 8, 9, 10","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Son-Of-Force-Mid-Mens-Select-Footwear-BlackWhiteBlack-74559.aspx,
"adidas","Originals Nizza Hi Classic 78 - Black","SIZES  7, 8, 9","0.0","55.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Nizza-Hi-Classic-78-Mens-Select-Footwear-Black-74671.aspx,
"Nike","Flyknit Lunar2 - Volt/White/Blue/Night Factor","SIZES  6, 6, 7, 7, 8, 8, 9, 9, 10, 10, 12","134.99","121.49","13.5","10.00"%,http://www.prodirectselect.com/Products/Nike-Flyknit-Lunar2-Mens-Select-Shoes-VoltWhiteBlue-GlowNight-Factor-70864.aspx,
"adidas","Originals ZX7500 - Legend Ink/White/Blue","SIZES  6, 7, 8, 9, 10, 11","0.0","85.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX7500-Mens-Select-Footwear-Legend-InkRunning-WhiteTribe-Blue-74708.aspx,
"Onitsuka","Tiger Shaw Runner - Navy/Navy","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Shaw-Runner-Mens-Select-Footwear-NavyNavy-73802.aspx,
"Onitsuka","Tiger Harandia - Bering Sea / Tigers Eye","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","75.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Harandia-Mens-Select-Footwear-Bering-SeaTigers-Eye-73804.aspx,
"adidas","Originals AR 2.0 - Ink/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","72.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-AR-20-Mens-Select-Footwear-Legend-InkRunning-White-74661.aspx,
"Nike","Sportswear Roshe Run Sneakerboot - Royal/Orange","SIZES  7, 8, 9, 10","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Roshe-Run-Sneakerboot-Mens-Select-Footwear-Game-RoyalAtomic-Orange-74542.aspx,
"Nike","Sportswear Internationalist Leather - Royal / Grey / Orange","SIZES  5, 6, 7, 8, 9, 10, 11, 12","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Internationalist-Leather-Mens-Select-Footwear-Game-RoyalWolf-GreyAtomic-Orange-74531.aspx,
"Onitsuka","Tiger Mexico 66 - Navy/Burgundy","SIZES  6, 7, 8, 11","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Mexico-66-Mens-Select-Footwear-NavyBurgundy-73840.aspx,
"Onitsuka","Tiger T-Stormer - Navy/Sand","SIZES  6, 7, 8, 9, 10","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-TStormer-Mens-Select-Footwear-NavySand-73827.aspx,
"adidas","Originals Basket Profi OG - Blue/Red/Ecru","SIZES  6, 7, 8, 9, 10, 11","0.0","67.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Basket-Profi-OG-Mens-Select-Footwear-Tribe-BlueRed-ZestEcru-74657.aspx,
"Nike","Sportswear Air Pegasus 83 - Royal/Black/Citron/White","SIZES  5, 6, 7, 8, 9, 10, 11","0.0","67.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Air-Pegasus-83-Mens-Select-Footwear-RoyalBlackBright-CitronWhite-74505.aspx,
"adidas","Originals Marathon 85 - Blue/Ink/Blue","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Marathon-85-Mens-Select-Footwear-Tribe-BlueLegend-InkTribe-Blue-74706.aspx,
"adidas","Originals Gazelle OG - Indigo/White/Gold","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Gazelle-OG-Mens-Select-Footwear-Dark-IndigoRunning-WhiteMetallic-Gold-74594.aspx,
"adidas","Originals ZX700 - Blue/White/Ink","SIZES  6, 7, 8, 9, 10, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX700-Mens-Select-Footwear-Tribe-Blue-MelRunning-WhiteLegend-Ink-74582.aspx,
"Onitsuka","Tiger Colorado Eighty-Five - Ocean/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Colorado-EightyFive-Mens-Select-Footwear-Hawaiian-OceanWhite-73808.aspx,
"Onitsuka","Tiger Mexico 66 Vulc - Navy/Ot Red","SIZES  6, 7, 8, 9, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Mexico-66-Vulc-Mens-Select-Footwear-NavyOt-Red-73798.aspx,
"Onitsuka","Tiger Fader - Navy/White","SIZES  6, 7, 8, 9, 10","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Fader-Mens-Select-Footwear-NavyWhite-73796.aspx,
"Onitsuka","Tiger Vickka Moscow - Blue/Navy","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Vickka-Moscow-Mens-Select-Footwear-BlueNavy-73793.aspx,
"adidas","Originals Grand Prix - Navy/White/Blue","SIZES  6, 7, 8, 9, 10","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Grand-Prix-Mens-Select-Footwear-New-NavyRunning-WhiteSolar-Blue-74755.aspx,
"adidas","Originals Turf PT - Navy/White","SIZES  6, 7, 8, 9, 10, 11","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Turf-PT-Mens-Select-Footwear-New-NavyRunning-WhiteRunning-White-74718.aspx,
"adidas","Originals ZX500 OG - Blue/Red/Ink","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX500-OG-Mens-Select-Footwear-Tribe-BlueRed-BeautyLegend-Ink-74572.aspx,
"adidas","Originals Gazelle II - Ink/Yellow/White","SIZES  6, 7, 8, 9, 10","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Gazelle-II-Mens-Soccer-Shoes-Legend-Ink-74626.aspx,
"Onitsuka","Tiger Hulse - Navy/Soft Grey","SIZES  7, 8, 9, 10, 11, 12","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Hulse-Mens-Select-Footwear-NavySoft-Grey-73791.aspx,
"Nike","Dual Fusion Run 2 - Anthracite/Silver/Black/Orange","SIZES  7, 7, 8, 8, 9, 9, 10, 10, 11, 13","64.99","58.5","6.49","9.99"%,http://www.prodirectselect.com/Products/Nike-Dual-Fusion-Run-2-Mens-Select-Footwear-AnthraciteMetallic-SilverBlackTotal-Orange-70763.aspx,
"Reebok","CL Leather Suede - Vital Blue/Chalk/Sandtrap","SIZES  6, 7, 8, 9, 10, 11","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-CL-Leather-Suede-Mens-Select-Footwear-Vital-BlueChalkSandtrap-75749.aspx,
"Reebok","CL Leather Utility - Navy/Red/Sandtrap/Black","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-CL-Leather-Utility-Mens-Select-Footwear-Reebok-NavyStadium-RedSandtrapBlack-75721.aspx,
"adidas","Originals adistar Racer - Ink/Yellow/Blue","SIZES  6, 7, 8, 9, 10, 11","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-adistar-Racer-Mens-Select-Footwear-Legend-InkTribe-YellowTribe-Blue-74588.aspx,
"Onitsuka","Tiger Sakurada - Blue/Red","SIZES  6, 7, 8, 9, 10, 11","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Sakurada-Mens-Select-Footwear-Mid-BlueFiery-Red-73829.aspx,
"Reebok","ERS 1500 Athletic - Navy/Orange/White/Grey","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","55.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-ERS-1500-Athletic-Mens-Select-Footwear-Reebok-NavySwag-OrangeWhiteTin-Grey-75745.aspx,
"adidas","Originals Plimsole 3 - Legend Ink/Desert Sand","SIZES  6, 7, 8, 9, 10","0.0","55.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Plimsole-3-Mens-Select-Footwear-Legend-InkLegend-InkDesert-Sand-74652.aspx,
"adidas","Originals Nizza Lo Classic 78 - Blue/White","SIZES  6, 7, 8, 9, 10, 11","0.0","52.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Nizza-Lo-Classic-78-Mens-Select-Footwear-Tribe-BlueTribe-BlueRunning-White-74674.aspx,
"adidas","Originals Adilette - Adiblue/White/Adiblue","SIZES  6, 7, 8, 9, 10, 11","0.0","19.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Adilette-Mens-Select-Footwear-AdiblueWhiteAdiblue-74640.aspx,
"Nike","Sportswear Free Run 2 - Chalk / Magenta / Anthracite","SIZES  5, 6, 7, 8, 9, 10, 11, 12","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Free-Run-2-Mens-Select-Footwear-Light-ChalkBright-MagentaAnthracite-74521.aspx,
"Nike","Sportswear Air Safari Leather - Brown/Sail/Black","SIZES  6, 8, 9, 10, 12","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Air-Safari-Leather-Mens-Select-Footwear-Baroque-BrownSailBlack-74509.aspx,
"adidas","Originals Beckenbauer - St Bark/Gold","SIZES  6, 7, 8, 9, 10, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Beckenbauer-Mens-Select-Footwear-St-BarkSt-BarkMetallic-Gold-74601.aspx,
"Nike","Sportswear Lebron XI Lifestyle - Dark Loden/Black/Red","SIZES  5, 6, 7, 8, 9, 10, 11, 12","0.0","92.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Lebron-XI-Lifestyle-Mens-Select-Footwear-Dark-LodenDark-LodenBlackUniversity-Red-74481.aspx,
"adidas","Originals ZX8000 - Green/Zest/White","SIZES  6, 7, 8, 9, 10","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX8000-Mens-Select-Footwear-GreenZestWhite-74573.aspx,
"Nike","Sportswear Air Safari Leather - Citron/Sail/Black","SIZES  5, 6, 7, 8, 9, 10, 11","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Air-Safari-Leather-Mens-Select-Footwear-Dark-CitronSailBlack-74508.aspx,
"adidas","Originals ZX700 - Green/White/St Major","SIZES  6, 7, 8, 9, 10, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX700-Mens-Select-Footwear-St-Tent-GreenRunning-WhiteSt-Major-74581.aspx,
"Onitsuka","Tiger Vickka Moscow - Green/Yellow","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Vickka-Moscow-Mens-Select-Footwear-GreenYellow-73794.aspx,
"adidas","Originals Spezial - Dark Olive/WhiteGum","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Spezial-Mens-Select-Footwear-Dark-OliveWhiteGum-74741.aspx,
"adidas","Originals Ciero - Green/White/Gold","SIZES  6, 7, 8, 9, 11","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Ciero-Mens-Select-Footwear-St-Tent-GreenRunning-WhiteSt-Fade-Gold-74675.aspx,
"Reebok","CL Leather Utility - Green/Sandtrap/Black","SIZES  6, 7, 8, 9, 10, 11","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-CL-Leather-Utility-Mens-Select-Footwear-Cargo-GreenPrimal-GreenSandtrapBlack-75724.aspx,
"Nike","Sportswear Lunar Internationalist - Grey/Grey/Orange","SIZES  5, 6, 7, 8, 9, 10, 11, 12","0.0","90.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Lunar-Internationalist-Mens-Select-Footwear-Light-Base-GreyDark-GreyAtomic-Orange-74534.aspx,
"adidas","Originals ZX8000 - Aluminium/Blue/White","SIZES  6, 7, 8, 9, 10, 11","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX8000-Mens-Select-Footwear-AluminumSamba-BlueWhite-Vapour-74576.aspx,
"Onitsuka","Tiger Shaw Runner - Soft Grey/Soft Grey","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Shaw-Runner-Mens-Select-Footwear-Soft-GreySoft-Grey-73800.aspx,
"adidas","Originals AR 2.0 - Aluminium/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","72.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-AR-20-Mens-Select-Footwear-AluminiumRunning-White-74659.aspx,
"adidas","Originals Campus 80s - Oak/Glow/Ecru","SIZES  6, 7, 8, 9, 10, 11","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Campus-80s-Mens-Select-Footwear-OakGlowEcru-74788.aspx,
"adidas","Originals MC-X 1 - Grey/Black/Red","SIZES  6, 7, 8, 9, 10, 11","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-MCX-1-Mens-Select-Footwear-Mid-GreyBlackRed-Beauty-74668.aspx,
"Nike","Sportswear Internationalist Leather - Grey/Anthrac/Crimson","SIZES  6, 7, 8, 9, 10, 11","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Internationalist-Leather-Mens-Select-Footwear-Cool-GreyAnthraciteLight-Crimson-74532.aspx,
"Nike","Sportswear Air Safari Leather - Grey/Sail/Black","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Air-Safari-Leather-Mens-Select-Footwear-Cool-GreySailBlack-74507.aspx,
"Onitsuka","Tiger Mexico 66 - Soft Grey/Bering Sea","SIZES  6, 7, 8","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Mexico-66-Mens-Select-Footwear-Soft-GreyBering-Sea-73841.aspx,
"Onitsuka","Tiger T-Stormer - Grey/Black","SIZES  6, 7, 8, 9, 10","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-TStormer-Mens-Select-Footwear-GreyBlack-73823.aspx,
"Nike","Sportswear Internationalist - Pewter/Crimson/Sail/Brown","SIZES  6, 7, 8, 9, 10, 11","0.0","67.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Internationalist-Mens-Select-Footwear-Dark-PewterLight-CrimsonSailVelvet-Brown-74529.aspx,
"adidas","Originals Matchplay - Carbon/Green","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Matchplay-Mens-Selct-Footwear-CarbonCarbonFresh-Green-74751.aspx,
"adidas","Originals ZX700 - Grey/White/Aluminium","SIZES  6, 7, 8, 9, 10, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX700-Mens-Select-Footwear-Ice-GreyRunning-WhiteAluminum-74580.aspx,
"Onitsuka","Tiger Mexico 66 - Light Grey/White","SIZES  6, 7, 8, 9, 10, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Mexico-66-Mens-Select-Footwear-Light-GreyWhite-73843.aspx,
"Onitsuka","Tiger Colorado Eighty-Five - Grey/Mint","SIZES  6, 7, 8, 9, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Colorado-EightyFive-Mens-Select-Footwear-Soft-GreyMint-Leaf-73806.aspx,
"Onitsuka","Tiger Mexico 66 Vulc - Grey/Stillwater","SIZES  6, 7, 8, 9, 10, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Mexico-66-Vulc-Mens-Select-Footwear-GreyStillwater-73797.aspx,
"adidas","Originals ZX500 OG - Grey / Ink / Aluminium","SIZES  6, 7, 8, 9, 10, 11","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-ZX500-OG-Mens-Select-Footwear-Ice-GreyLegend-InkAluminum-74569.aspx,
"adidas","Originals Ciero - Grey/White/Grey","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Ciero-Mens-Select-Footwear-Mid-GreyRunning-WhiteTech-Grey-74676.aspx,
"Onitsuka","Tiger Hulse - Light Grey/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","60.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Hulse-Mens-Select-Footwear-Light-GreyWhite-73790.aspx,
"adidas","Originals adistar Racer - Carbon/Fresh Green/Aluminum","SIZES  6, 7, 8, 9, 10, 11","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-adistar-Racer-Mens-Select-Footwear-CarbonFresh-GreenAluminum-74590.aspx,
"Onitsuka","Tiger Sakurada - Light Grey/Black","SIZES  6, 7, 8, 9, 10","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Sakurada-Mens-Select-Footwear-Light-GreyBlack-73831.aspx,
"Reebok","CL Utility Sport - Grey/White/Silver/Royal","SIZES  6, 7, 8, 9, 11","0.0","55.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-CL-Utility-Sport-Mens-Select-Footwear-Foggy-GreyFlat-GreyWhitePure-SilverReebok-Royal-75751.aspx,
"Reebok","CL Utility Sport - Grey/White/Navy/Red","SIZES  6, 7, 8, 9, 10, 11","0.0","55.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-CL-Utility-Sport-Mens-Select-Footwear-Flat-GreyWhiteAthletic-NavyStadium-Red-75750.aspx,
"Reebok","ERS 1500 Athletic - Grey/Blue/White/Black","SIZES  6, 7, 8, 9, 10, 11","0.0","55.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-ERS-1500-Athletic-Mens-Select-Footwear-Tin-GreyFoggy-GreyVital-BlueWhiteBlack-75746.aspx,
"adidas","Originals Gazelle OG - Orange/White/Bluebird","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Gazelle-OG-Mens-Select-Footwear-Orange-BeautyRunning-WhiteBluebird-74596.aspx,
"Nike","Sportswear Unisex Flyknit Racer - Purple/Orange","SIZES  7, 7, 8, 8, 9, 10, 10, 11","130.0","116.99","13.01","10.01"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Unisex-Flyknit-Racer-Unisex-Shoes-Atomic-PurpleAtomic-OrangeCourt-Purple-71034.aspx,
"Nike","Sportswear Bruin Low - Purple/Silver/Orange","SIZES  5, 6, 7, 8, 9, 10, 11, 12","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Bruin-Low-Mens-Select-Footwear-PurpleMetallic-SilverAtomic-Orange-74516.aspx,
"Nike","Sportswear Lunar Internationalist - Red/Slate/Spray","SIZES  5, 6, 7, 8, 9, 10, 11, 12","0.0","90.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Lunar-Internationalist-Mens-Select-Footwear-University-RedNew-SlateSpray-74535.aspx,
"adidas","Originals Torsion Allegra - Red/Silver/Coral","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","85.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Torsion-Allegra-Mens-Select-Footwear-Red-ZestMetallic-SilverGlow-Coral-74700.aspx,
"Onitsuka","Tiger Shaw Runner - Burgundy/Burgundy","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","80.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Shaw-Runner-Mens-Select-Footwear-BurgundyBurgundy-73801.aspx,
"adidas","Originals MC-X 1 - Red/Black/Blue","SIZES  6, 7, 8, 9, 10, 11","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-MCX-1-Mens-Select-Footwear-Red-BeautyBlackSolar-Blue-74667.aspx,
"Onitsuka","Tiger T-Stormer - Burgundy/Navy","SIZES  6, 7, 8, 9, 10","0.0","70.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-TStormer-Mens-Select-Footwear-BurgundyNavy-73825.aspx,
"adidas","Originals Matchplay - White/Red","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Matchplay-Mens-Selct-Footwear-St-Nomad-RedSt-Nomad-RedRunning-White-74748.aspx,
"Onitsuka","Tiger Colorado Eighty-Five - Burgundy/Grey","SIZES  6, 7, 8, 9, 10, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Colorado-EightyFive-Mens-Select-Footwear-BurgundySoft-Grey-73807.aspx,
"Onitsuka","Tiger Fader - Burgundy/Grey","SIZES  6, 7, 8, 9, 10","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Fader-Mens-Select-Footwear-BurgundyGrey-73795.aspx,
"Onitsuka","Tiger Vickka Moscow - Red/Black","SIZES  6, 7, 8, 9, 10, 11","0.0","65.0","0","0.00"%,http://www.prodirectselect.com/Products/Onitsuka-Tiger-Vickka-Moscow-Mens-Select-Footwear-RedBlack-73792.aspx,
"adidas","Originals Turf PT - Noc Australia/Running White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","62.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Turf-PT-Mens-Select-Footwear-Noc-AustraliaRunning-WhiteRunning-White-74720.aspx,
"Reebok","CL Leather Suede - Red/Chalk/Sandtrap/Tan","SIZES  6, 8, 9, 10, 11, 12","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-CL-Leather-Suede-Mens-Select-Footwear-Stadium-RedChalkSandtrapTan-75747.aspx,
"Reebok","CL Leather Utility - Red/Pebble/Sandtrap/Black","SIZES  7, 8, 9, 10, 11","0.0","57.0","0","0.00"%,http://www.prodirectselect.com/Products/Reebok-CL-Leather-Utility-Mens-Select-Footwear-Stadium-RedPebbleSandtrapBlack-75723.aspx,
"adidas","Originals Nizza Lo Classic 78 - Red/White","SIZES  6, 7, 8, 9, 10, 11, 12","0.0","52.0","0","0.00"%,http://www.prodirectselect.com/Products/adidas-Originals-Nizza-Lo-Classic-78-Mens-Select-Footwear-Red-BeautyRed-BeautyRunning-White-74673.aspx,
"Nike","Sportswear Son Of Force - Crimson/Grey/Black/Blue","SIZES  5, 7, 8, 9, 10, 11","0.0","52.0","0","0.00"%,http://www.prodirectselect.com/Products/Nike-Sportswear-Son-Of-Force-Mens-Select-Footwear-Light-CrimsonBase-GreyBlackVivid-Blue-74556.aspx,
